1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,22,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,11,20,0,0,0,0,0,1
1,0,0,0,23,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,21,0,0,0,0,0,1
1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1
1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1
1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,0,0,0,16,0,0,0,0,0,0,0,0,0,7,37,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1
1,0,0,0,17,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,16,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,16,0,0,7,2,2,2,2,2,2,6,6,2,2,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1
1,0,0,0,16,0,0,9,3,3,3,3,3,3,6,6,3,3,3,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,16,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,16,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,16,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1
1,0,0,0,16,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,16,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,16,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1
1,0,0,0,17,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,16,0,0,7,2,2,2,2,2,2,6,6,2,2,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,24,0,0,9,3,3,3,3,3,3,6,6,3,3,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,25,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1
1,0,0,0,32,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,33,0,36,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
1,0,0,0,0,0,0,0,30,11,12,10,11,12,4,5,12,10,11,12,10,11,12,10,11,12,10,11,12,10,11,12,10,11,26,0,0,0,0,0,1
1,0,0,0,0,34,0,35,31,14,15,13,14,15,4,5,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,27,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,99,99,99,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,99,99,99,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,99,99,99,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
